clip_id,youtube_id,start_time,end_time,action,adverb,sentence,clustered_action,clustered_adverb,rgb_frames,action_adv,adverb_label,action_label,action_adv_label
video4123,u7YAXBEPqyM,136.72,147.76,bring,back,a dog running out to the middle of a stream picking up a fish and bringing it back to his master,carry,backwards,330,"[('carry', 'backwards')]",7,33,170
video1996,UdvLIKlrVyM,166.73,189.37,drive,back,a man describes a car while driving it back in the 80 s,drive,backwards,575,"[('drive', 'backwards')]",7,5,85
video905,YbkhZeXT67s,79.31,108.18,fall,back,the baby monkey wakes up and begins to scratch himself then falls back to sleep,fall,backwards,871,"[('fall', 'backwards')]",7,21,93
video5069,ZMN2Bs_Cr1A,501.13,513.77,fall,backwards,a young man bouncing a basketball walks into another young man wearing a red cap the man with the ball falls backwards onto the ground,fall,backwards,288,"[('fall', 'backwards')]",7,21,93
video3225,sKPrwY0Ycno,10.36,36.35,fly,backwards,flying backwards scene take form a lake to the mountains nice music,fly,backwards,781,"[('fly', 'backwards')]",7,27,149
video1607,RCC9NSJURiE,31.49,47.97,knock,back,a child laying in a bed knocking back on a wall and texting on her phone,hit,backwards,400,"[('hit', 'backwards')]",7,12,131
video1776,X8PFRnQEQ2Q,170.46,186.84,knock,back,a character gets knocked back into a collapsing building by enemies,hit,backwards,387,"[('hit', 'backwards')]",7,12,131
video5855,vGCbTgJ2yH0,34.55,52.57,hold,back,a person is hold her hair back to take a picture,hold,backwards,540,"[('hold', 'backwards')]",7,17,332
video4204,sgniqTxbPbE,47.01,59.58,jump,backwards,a girl jumps backwards on a trampolin,jump,backwards,361,"[('jump', 'backwards')]",7,24,251
video3545,sWBKCzzNEeo,0.0,15.29,look,back,a woman in a baseball hat turning in slow motion to look at a man running away then looking back at the camera,look,backwards,375,"[('look', 'backwards')]",7,13,245
video8598,SHb8K2Uo9sU,8.37,30.05,look,forward,a potato sits on a conveyor belt and looks forward to becoming a chip,look,forwards,551,"[('look', 'forwards')]",13,13,225
video5060,1Kd6WXb9Y7k,428.98,443.75,scroll,back,the man scrolls the zoom back and fourth,move,backwards,450,"[('move', 'backwards')]",7,4,229
video5783,Aynyb0hP8Vk,42.25,54.65,move,forward,a car is moving forward slowly,move,forwards,362,"[('move', 'forwards')]",13,4,63
video2772,0vKbLD6_C8k,234.0,249.24,move,forward,a view of a cars dash cam the car is moving forward,move,forwards,375,"[('move', 'forwards')]",13,4,63
video3573,TbGI-o41r0o,159.55,170.38,move,forward,the man in the animation is moving forward,move,forwards,265,"[('move', 'forwards')]",13,4,63
video6105,XAvzk5qFVNY,133.68,145.56,move,fowards,a baby with a pink hat and winter wear stands upon an outside track moving fowards,move,forwards,361,"[('move', 'forwards')]",13,4,63
video7536,YqftgelsUfk,237.28,248.5,pull,back, with braided black hair pulled back stands in front of a horizontal screen showing gray sharks swimming in blue water,pull,backwards,332,"[('pull', 'backwards')]",7,20,104
video1978,YaCPCWyxcLo,164.53,192.61,pull,back, with her black hair pulled back lifts a white shuttlecock above her forehead while her other arm is extending lower in the opposite direction,pull,backwards,702,"[('pull', 'backwards')]",7,20,104
video6015,wefbiSI5y8g,38.95,63.01,pull,back,a woman with hair pulled back stands in front of rows of blue seating ending at a red wall,pull,backwards,751,"[('pull', 'backwards')]",7,20,104
video8062,viGf7pzcfrY,60.01,80.76,pull,back, with her hair pulled back stands near a corner of a white kitchen where the cabinets and metal pulls are above her head,pull,backwards,601,"[('pull', 'backwards')]",7,20,104
video8770,UjzENV7rhhI,167.05,180.39,pull,back,a girl that has her hair pulled back singing in a high pitched voice,pull,backwards,315,"[('pull', 'backwards')]",7,20,104
video9082,4L8qC9nuO34,207.86,224.37,roll,back,a guy and a girl uses a fire extinguisher while rolling back on a chair,roll,backwards,513,"[('roll', 'backwards')]",7,29,424
video7197,1NnyVc8r2SM,64.95,75.91,run,forward,a man is running in fast forward maneuvering men with guns,run,forwards,265,"[('run', 'forwards')]",13,1,252
video4769,TdEBIXpeDHQ,65.81,87.69,step,back,two men playing ping-pong professionally one wearing black the other wearing red the player in the black steps very far back from the table,step,backwards,551,"[('step', 'backwards')]",7,44,214
video2212,BsadPwkvrTQ,57.14,67.55,throw,back,a man getting thrown back into the wrestling ring by another man,throw,backwards,302,"[('throw', 'backwards')]",7,22,175
video7726,0xdJ9EKjvro,19.53,29.61,throw,back,the man was throwing back shots,throw,backwards,302,"[('throw', 'backwards')]",7,22,175
video6605,XOvLTIH_B7Q,254.6,265.31,lean,back,a small man in a black shirt leans back against a black couch,tilt,backwards,331,"[('tilt', 'backwards')]",7,39,287
video4464,z4mTzIJD3EY,12.89,23.41,lean,forward,a young woman does stretching exercises by leaning forward with legs apart on a green gym floor by a white line,tilt,forwards,276,"[('tilt', 'forwards')]",13,39,138
video9120,X4v1xAgv7c4,48.26,58.91,lean,forward, in a black helmet and ski outfit is leaning forward and holding onto a white pole that is quickly pulling her over a field of snow,tilt,forwards,301,"[('tilt', 'forwards')]",13,39,138
video5324,_b3XHP2olJA,29.01,45.16,flip,back,a man is flipping back on a trampoline,turn,backwards,480,"[('turn', 'backwards')]",7,19,12
video5781,xrK50olwZRw,113.01,124.76,flip,back,a woman in purple top flips her hair back over her shoulder,turn,backwards,266,"[('turn', 'backwards')]",7,19,12
video6648,UxH2U63G-Wk,1399.71,1414.49,walk,back,a young tall and skinny model walking back to the backstage,walk,backwards,451,"[('walk', 'backwards')]",7,0,101
video8308,6cMPbmaezl4,126.27,141.49,walk,back,baseball players are walking back to the dugout,walk,backwards,449,"[('walk', 'backwards')]",7,0,101
video5527,u_yJTZkO650,73.82,96.04,walk,forward,a bare-chested man with a beard looks down at a woman with blonde hair while that same woman slowly walks forward in a white dress with gray overlay pinned at the shoulders,walk,forwards,691,"[('walk', 'forwards')]",13,0,116
video9432,vnIaNORXa9Q,0.0,29.58,walk,forwards,an elephant gets up and walks forwards and backwards with a baby elephant at its side,walk,forwards,872,"[('walk', 'forwards')]",13,0,116
video8054,WkvjFOFMtuk,0.0,10.18,walk,forward,a man in a red shirt trying to get a donkey named doodles to walk forward,walk,forwards,243,"[('walk', 'forwards')]",13,0,116
video7116,bUZzLU13Mko,112.29,134.13,cover,fully,a woman is discussing how her culture wants her to fully cover up,cover,completely,552,"[('cover', 'completely')]",15,31,92
video5853,z-gD3esFIm8,120.97,132.31,cover,fully,the mountain fully covered with snow and two persons are walking in the snow and one cart is moving inside that one person is sitting and it was pushed by the other persons,cover,completely,361,"[('cover', 'completely')]",15,31,92
video5301,B2kqwCyHsEE,413.25,425.25,cover,fully,in the video game a fully covered man is hitting the enemies thus defeating them,cover,completely,360,"[('cover', 'completely')]",15,31,92
video4162,5L0k8jMjP-I,465.0,475.0,cover,partially,a white car is partially covered,cover,partially,301,"[('cover', 'partially')]",10,31,272
video8767,S_jSnVGHcA0,50.41,62.08,mix,thoroughly,oil is mixed with grind meat put in the bowl and mixed thoroughly before cooking,mix,completely,361,"[('mix', 'completely')]",15,15,75
video7923,xxRM6hwV7fU,12.94,25.2,drop,down,an amazing aerial view of water flowing through a mountainous rivulet and dropping down like a waterfall,dip,downwards,313,"[('dip', 'downwards')]",5,45,269
video1731,TASGl0_jnjU,164.93,178.29,hang,down,a girl hanging upside down who has long frizzy and curly hair,mount,downwards,350,"[('mount', 'downwards')]",5,32,67
video4108,VTW9R2DcyDI,68.29,80.69,hang,down,a woman is in front of an oven and touching a thorough manner that is hanging down,mount,downwards,302,"[('mount', 'downwards')]",5,32,67
video839,TTbGixKq0R8,0.0,12.01,pour,down,animated blue liquid pours down to form the ideas & pixels logo,pour,downwards,360,"[('pour', 'downwards')]",5,23,86
video3313,wnPQ2XT8Qvw,233.08,258.41,flow,down,a tall mountain is being shown with a stream of water flowing down,pour,downwards,751,"[('pour', 'downwards')]",5,23,86
video4726,wnPQ2XT8Qvw,170.22,182.86,flow,downwards,in a snowy mountain water flows downwards to other parts of the mountain,pour,downwards,361,"[('pour', 'downwards')]",5,23,86
video5199,rA0Q9-IIBXk,47.09,57.34,push,down,a cartoon man pushes another man down,press,downwards,243,"[('press', 'downwards')]",5,28,134
video7806,_oWOBpE6EhM,16.53,27.37,push,down,at the beach  a man in black shirt  pushed another man in red and white shirt and shorts down,press,downwards,331,"[('press', 'downwards')]",5,28,134
video5609,uQ8f_5PZWEI,440.29,453.03,ride,down,a woman on a bike is riding down and about to start doing stunts while a man commentates,ride,downwards,392,"[('ride', 'downwards')]",5,10,99
video4370,C0XYQQFBK4w,831.55,842.49,shoot,down,bowzer is laughing and lazers are shooting down,shoot,downwards,330,"[('shoot', 'downwards')]",5,34,281
video7735,X3_V_QREMis,154.41,173.61,ski,down,men climbing mountain to ski down,ski,downwards,478,"[('ski', 'downwards')]",5,50,215
video5208,vRy5Ayt8xPk,672.15,695.34,squat,down,a player runs bounces the basketball once leaps in the air dunks the ball in the hoop squats down and straightens up,squat,downwards,692,"[('squat', 'downwards')]",5,72,260
video5830,wv5m1-9J0hM,97.24,111.63,take,down,a person runs on sports field and is taken down,take,downwards,419,"[('take', 'downwards')]",5,16,329
video7188,I4Sno4zeF9g,198.05,210.49,boil,hard,a person chopping a hard boiled egg,cook,firmly,359,"[('cook', 'firmly')]",8,11,148
video4641,vXQqpm2WRlQ,108.08,127.15,heat,gently,onion sliced is heated along with garlic and heated gently in the fry pan with oil,cook,gently,572,"[('cook', 'gently')]",12,11,231
video2797,CS9OO0S5w2k,97.28,108.12,dance,hard,people singing and dancing hard,dance,firmly,275,"[('dance', 'firmly')]",8,7,205
video8638,TsD5-z5vM8M,84.3,107.25,fight,hard,an americal football show in which two teams fighting hard with each other,fight,firmly,690,"[('fight', 'firmly')]",8,25,184
video9823,t_SpRpVIzkc,138.89,167.65,tackle,hard,various men being tackled hard during rugby matches,fight,firmly,872,"[('fight', 'firmly')]",8,25,184
video8603,oZfp890HHw0,53.67,67.68,fight,hard,wrestlers are fighting hard,fight,firmly,420,"[('fight', 'firmly')]",8,25,184
video413,YH6zJpW4yfo,3.05,15.61,play,aggressively,two man playing table tennis very aggressively ,play,firmly,300,"[('play', 'firmly')]",8,3,50
video3208,wwY2fxlYZDg,6.69,22.17,play,hard,its tennis game where players are playing hard to win game,play,firmly,400,"[('play', 'firmly')]",8,3,50
video3182,vxob3QyHgck,106.59,130.58,play,gently,a woman gently plays with her baby as it lies on its back,play,gently,720,"[('play', 'gently')]",12,3,227
video4403,3m4fbEJQEb0,379.21,390.05,play,violently,a boy is playing video game violently,play,gently,331,"[('play', 'gently')]",12,3,227
video43,6c8iu8uh8PU,92.68,103.36,sing,hard,he sang hard and performed,sing,firmly,266,"[('sing', 'firmly')]",8,9,7
video1558,bAwMYCHwge4,240.05,250.05,singe,softly,a girl with a star wars shirt is singing softly,sing,gently,302,"[('sing', 'gently')]",12,9,127
video5058,X9vOoXU56KI,83.23,94.51,eat,gently,in the restaurent the men is eating food in gently,eat,gently,330,"[('eat', 'gently')]",12,26,302
video9594,xQFDCtbfN2I,66.41,80.85,use,properly,woman demonstrates using shower accessories properly,use,properly,420,"[('use', 'properly')]",6,37,217
video9942,zS6FClKjSzQ,86.7,106.55,use,properly,a boy demonstrates how to use an interface properly and gives recommendations,use,properly,600,"[('use', 'properly')]",6,37,217
video7275,su0E-S6sUwc,9.09,21.37,bring,in,a female narrator talks about gambling in china and also a man named stanley ho who brought in a new wave of casinos,carry,in,361,"[('carry', 'in')]",3,33,257
video1602,ymCTWX7Lu6I,58.49,70.17,enter,in,a black car is enter in between the crowd,enter,in,302,"[('enter', 'in')]",3,60,130
video476,t3SDTrlOALA,1175.77,1190.53,stand,in,a woman explains the activity of a business called intex while a man drops his phone from a ziplne a family lays in front of a laptop and a doctor stands in from of 5 people,stand,in,376,"[('stand', 'in')]",3,6,56
video5069,ZMN2Bs_Cr1A,501.13,513.77,take,out,a man take the ball from another and through it out,take,out,288,"[('take', 'out')]",11,16,79
video2676,UNZA4pKh-EE,108.29,124.71,take,out,a view of balea cascadi water falls taken out from a long distance,take,out,480,"[('take', 'out')]",11,16,79
video4816,YqcfOKaIwqY,61.61,71.83,weave,in,a man on a motorcycle races along a street and weaves in and out of traffic,weave,in,242,"[('weave', 'in')]",3,63,296
video3504,z8ICVoBe8-0,263.81,276.53,cook,inside,a man cooking food inside of an orange and red pot and then spooning it onto a plate,cook,indoor,327,"[('cook', 'indoor')]",2,11,35
video5317,Uz5dp7b9mwI,203.61,214.01,cook,inside,some beans are being cooked inside of a black pan,cook,indoor,331,"[('cook', 'indoor')]",2,11,35
video3946,y7_nfAeotwk,405.75,423.74,cook,inside,a man cooking food inside of two large pots that are on a stove top,cook,indoor,542,"[('cook', 'indoor')]",2,11,35
video9739,ux57jeCrIIE,232.11,249.03,cook,inside,a person cooking chinese food inside of a black pan on top of a stove,cook,indoor,510,"[('cook', 'indoor')]",2,11,35
video3271,sjCnp2l1bP4,62.48,74.62,cook,inside,a person is cooking food inside of a pot,cook,indoor,360,"[('cook', 'indoor')]",2,11,35
video5827,UWsXF9CIdbY,99.18,114.09,cook,inside,a large pan with onions cooking inside of it being stirred by a man,cook,indoor,451,"[('cook', 'indoor')]",2,11,35
video1350,yTdBn864am8,579.46,590.34,cook,inside,someone is cooking some food inside of a pot,cook,indoor,330,"[('cook', 'indoor')]",2,11,35
video1399,vGXGxTUJvfw,121.01,134.93,cook,outside,a man in a light purple shirt is cooking fish outside,cook,outdoor,326,"[('cook', 'outdoor')]",0,11,76
video9372,Iu2ZPHLqXuY,231.78,244.79,grill,outside,a man grilling hamburgers on a grill outside,cook,outdoor,392,"[('cook', 'outdoor')]",0,11,76
video8836,bWY4OjQdqpI,928.36,939.97,cook,outdoors,a woman cooks outdoors,cook,outdoor,331,"[('cook', 'outdoor')]",0,11,76
video3200,xIsk325A7Bs,98.25,109.85,cook,outside,a person is cooking some food outside in a pot,cook,outdoor,331,"[('cook', 'outdoor')]",0,11,76
video7434,j3Sk8ZnAiEA,309.32,320.3,cook,outside,men are cooking food outside,cook,outdoor,332,"[('cook', 'outdoor')]",0,11,76
video3479,Kh7edwdirX0,155.21,166.53,cook,outside,three people cooking outside,cook,outdoor,275,"[('cook', 'outdoor')]",0,11,76
video9371,wF6KCwD34iU,214.66,238.79,drive,inside,a man is driving at high speeds inside of the vehicle the inside of the vehicle is really unorganized,drive,indoor,721,"[('drive', 'indoor')]",2,5,400
video1725,X0hQ3X8cfFs,0.0,20.87,drive,outside,a bus on the road is driving around outside,drive,outdoor,600,"[('drive', 'outdoor')]",0,5,102
video2229,5WJ5l1nOJDU,498.08,509.6,drive,outside,a peoples driving outside in wrost street with full of water,drive,outdoor,277,"[('drive', 'outdoor')]",0,5,102
video2315,uPfqmFUdZr8,102.05,124.1,drive,outside,a gray car is driving outside on a gray road,drive,outdoor,660,"[('drive', 'outdoor')]",0,5,102
video2963,wI6VyDDa1tA,151.73,163.17,hold,inside,someone is holding an electronic device inside,hold,indoor,300,"[('hold', 'indoor')]",2,17,216
video6083,xotmTHeUe7k,30.31,40.65,hold,outside,a man is holding a nasty brown spider outside,hold,outdoor,300,"[('hold', 'outdoor')]",0,17,241
video3479,Kh7edwdirX0,155.21,166.53,hold,outside,spanish cooking show that is being held outside,hold,outdoor,275,"[('hold', 'outdoor')]",0,17,241
video7438,B76JPWL7QH4,299.35,309.86,look,inside,a young woman looking at dolls inside of a toy store,look,indoor,299,"[('look', 'indoor')]",2,13,195
video8555,WUuJchjZ0YQ,222.5,239.75,look,inside,gordon ramsey shows up to casa roma in the city of lancaster to see what the restaurant looks like inside,look,indoor,509,"[('look', 'indoor')]",2,13,195
video7882,BuxMwLPOAkk,251.28,270.05,look,outside,a man looking at his engine outside to fix it,look,outdoor,571,"[('look', 'outdoor')]",0,13,10
video1692,ulcZMQ3QY-w,40.35,57.01,stare,outside,a child staring at a train outside in the snow,look,outdoor,511,"[('look', 'outdoor')]",0,13,10
video5634,t5F4ZT7OZik,531.81,559.13,look,outside,looking outside of a car window at first then you see cars in traffic and a police chase,look,outdoor,702,"[('look', 'outdoor')]",0,13,10
video51,-4-WZv-jKso,288.13,300.23,look,outside,a person is looking around outside,look,outdoor,361,"[('look', 'outdoor')]",0,13,10
video3545,sWBKCzzNEeo,0.0,15.29,look,outside,britney spears is looking at a man strangely outside as her music plays in the background,look,outdoor,375,"[('look', 'outdoor')]",0,13,10
video1093,W3YVmSMl-fY,13.93,26.45,prepare,inside,a woman preparing food inside of an orange and white kitchen,make,indoor,327,"[('make', 'indoor')]",2,14,52
video8643,SuKgZbVHL2o,55.57,77.12,prepare,inside,a woman is preparing a meal inside of her very clean kitchen,make,indoor,661,"[('make', 'indoor')]",2,14,52
video5529,TGY3iP4X34c,249.73,262.11,prepare,inside,a woman is preparing a meal inside of her kitchen,make,indoor,391,"[('make', 'indoor')]",2,14,52
video7398,YqcQ9gKtyY0,62.74,80.33,make,inside,a person is making some food inside of a bowl,make,indoor,540,"[('make', 'indoor')]",2,14,52
video636,NuZy8Rjk4d0,246.77,273.81,build,outdoors,a man showing how to build a fire outdoors,make,outdoor,675,"[('make', 'outdoor')]",0,14,69
video2042,xw9Au9OoN88,434.23,451.87,make,outside,the boy and girl standing in the lawn and the celebrations made in outside,make,outdoor,392,"[('make', 'outdoor')]",0,14,69
video8163,AZCyb-z_2yU,1482.64,1493.68,make,outside,a group of men are making fishing nets outside of a dock,make,outdoor,276,"[('make', 'outdoor')]",0,14,69
video1016,NuZy8Rjk4d0,281.77,301.25,build,outside,a man is building a fire outside,make,outdoor,500,"[('make', 'outdoor')]",0,14,69
video2729,tlgBsxMH94g,16.61,26.93,move,inside,a large piece of machinery is moving a car around inside of a warehouse,move,indoor,251,"[('move', 'indoor')]",2,4,142
video5277,tTULt7ASXgc,17.36,28.58,put,inside,a woman putting a globe together inside of her living room,put,indoor,264,"[('put', 'indoor')]",2,18,114
video5620,BN2rTaFUlxs,106.07,116.37,place,inside,a man is drawing an outline of a body and place a circle inside,put,indoor,240,"[('put', 'indoor')]",2,18,114
video7398,YqcQ9gKtyY0,62.74,80.33,put,inside,a cook putting ingredients for food inside of a mixing bowl,put,indoor,540,"[('put', 'indoor')]",2,18,114
video9016,uTDVnwwQNTw,73.25,84.91,lie,outside,a woman is lying down outside on a beach,put,outdoor,331,"[('put', 'outdoor')]",0,18,49
video2960,2nQWv233XrM,318.16,330.48,run,inside,a cartoon character runs around inside of a video game,run,indoor,306,"[('run', 'indoor')]",2,1,174
video2525,YMcpX7_ph-c,120.93,131.48,run,inside,girls running track inside of a building,run,indoor,331,"[('run', 'indoor')]",2,1,174
video973,w6_eXUI0Bds,56.84,67.68,run,outside,black man running on a track outside he is wearing all black clothes,run,outdoor,331,"[('run', 'outdoor')]",0,1,59
video720,vrgspvKSVLc,11.21,28.33,run,outside,a horse running around outside,run,outdoor,510,"[('run', 'outdoor')]",0,1,59
video7552,22lQZ0Xo6Ts,485.88,497.88,run,outside,a person playing a video game running around outside,run,outdoor,362,"[('run', 'outdoor')]",0,1,59
video6869,coK8muKco_k,98.56,110.16,run,outside,a woman is running away outside,run,outdoor,289,"[('run', 'outdoor')]",0,1,59
video2313,ZZpGYMNi3c8,103.24,115.02,run,outside,people are running outside,run,outdoor,361,"[('run', 'outdoor')]",0,1,59
video8891,uItqK9PLHi0,131.05,151.01,run,outside,young people are running outside in a marathon,run,outdoor,502,"[('run', 'outdoor')]",0,1,59
video7485,mnPiTNDhL-I,52.61,67.21,run,outside,a man is playing guitar and singing while children are running around outside,run,outdoor,378,"[('run', 'outdoor')]",0,1,59
video8780,bGaC0a5KV7U,60.45,71.45,shoot,outside,some people are shooting outside,shoot,outdoor,276,"[('shoot', 'outdoor')]",0,34,391
video138,2llPQkSbME4,478.36,500.01,take,inside,a video clip taken inside of a video game while someone is giving commentary,take,indoor,660,"[('take', 'indoor')]",2,16,27
video8027,-b6Q4r7rSM8,333.61,353.88,take,inside,a short clip taken inside of a video game,take,indoor,601,"[('take', 'indoor')]",2,16,27
video709,w_qvWW_Nbus,53.27,65.57,take,outside,a woman in a pink blouse talks about taking your puppy outside right after eating or drinking,take,outdoor,291,"[('take', 'outdoor')]",0,16,9
video9937,CPFdE1GLH6U,21.47,37.32,throw,outside,someone throwing a paper airplane outside,throw,outdoor,480,"[('throw', 'outdoor')]",0,22,317
video8831,uz0HBOh42kw,2.05,28.13,walk,inside,many persons walking inside shoping mall hall and computer shop selling  displaying on screen,walk,indoor,650,"[('walk', 'indoor')]",2,0,47
video7783,yMhjoZoCaoc,52.39,65.3,walk,inside,a line up of models is walking around inside,walk,indoor,390,"[('walk', 'indoor')]",2,0,47
video9307,uzck6KsKL-U,0.0,19.69,walk,inside,a person walking inside and opening a door and opening a kitchen cabinet,walk,indoor,478,"[('walk', 'indoor')]",2,0,47
video8154,YBiCVYqWXsw,0.0,14.05,walk,inside,a woman with glasses is walking around inside,walk,indoor,337,"[('walk', 'indoor')]",2,0,47
video1025,y0_YLSytMsk,296.94,325.44,walk,inside,a dog is walking around inside of a store,walk,indoor,870,"[('walk', 'indoor')]",2,0,47
video668,pSIELD98Dq0,57.84,69.42,walk,inside,a minecraft film with a minecraft batman walking around inside,walk,indoor,360,"[('walk', 'indoor')]",2,0,47
video8768,SOomDInRR1o,160.64,174.89,walk,outside,people walking outside along the edge of a rocky mountain with dark clouds above them,walk,outdoor,422,"[('walk', 'outdoor')]",0,0,16
video5132,0ZOvqYypOuo,82.06,92.37,walk,outdoors,a man is walking outdoors,walk,outdoor,300,"[('walk', 'outdoor')]",0,0,16
video1185,x3dBFQeI9Ig,23.07,33.55,walk,outside,two guys walk down a sidewalk together outside and talk,walk,outdoor,300,"[('walk', 'outdoor')]",0,0,16
video378,v0ohq2E5vp0,8.05,32.81,walk,outside,a news anchor narrates over video of a politician walking around outside,walk,outdoor,602,"[('walk', 'outdoor')]",0,0,16
video1568,-OivByuJT-k,323.94,342.19,walk,outside,a group of people are walking outside,walk,outdoor,569,"[('walk', 'outdoor')]",0,0,16
video8976,xQilXyNKsBw,36.63,47.67,walk,outside,an indian man dressed in a light blue t-shirt with a back pack is walking outside,walk,outdoor,268,"[('walk', 'outdoor')]",0,0,16
video6915,zeXNqs7Wt80,459.37,474.39,walk,outside,a man in a suit walks outside and speaks with police officers,walk,outdoor,450,"[('walk', 'outdoor')]",0,0,16
video4243,N708P-A45D0,40.59,51.07,walk,outside,a man and woman are talking another woman is walking outside,walk,outdoor,331,"[('walk', 'outdoor')]",0,0,16
video99,tEyCBVt2pw4,31.31,57.2,walk,outside,a group of people are walking around outside,walk,outdoor,780,"[('walk', 'outdoor')]",0,0,16
video9496,1qJjlM4Mw1I,21.8,35.93,walk,outside,a woman is putting on her shoes and walking outside,walk,outdoor,422,"[('walk', 'outdoor')]",0,0,16
video6814,3Dt7J6VxzTk,165.4,177.98,walk,outside,a woman is walking outside,walk,outdoor,360,"[('walk', 'outdoor')]",0,0,16
video2000,S3rWUGjtn_4,53.09,65.5,walk,outside,a sponge and a starfish walk outside and have a conversation,walk,outdoor,361,"[('walk', 'outdoor')]",0,0,16
video8534,RINwpg4hmlc,105.46,117.96,walk,outside,some people walk outside,walk,outdoor,290,"[('walk', 'outdoor')]",0,0,16
video840,XE2O1KF7KTA,50.75,72.58,cry,loud,small animals with umbrellas in the rain while one of them is crying very loud,cry,loudly,662,"[('cry', 'loudly')]",14,85,87
video8449,21jEoD7gpYA,103.44,114.79,sing,loud,an over-enthusiastic man sings so loud that president obama and family are embarassed,sing,loudly,266,"[('sing', 'loudly')]",14,9,140
video9174,-qZMlyw_-54,143.42,156.04,singe,loudly,a man is singing loudly in a car,sing,loudly,391,"[('sing', 'loudly')]",14,9,140
video4979,yUj8ozTp5JA,13.33,29.33,crawl,out,a little devil looking cartoon in green is chasing two bunnies and then gets his spear stuck in the dirt a snake crawls out from a hole where he is stuck and chases him,crawl,out,402,"[('crawl', 'out')]",11,74,298
